朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
明,酒,内,14275.0,神秘浸酒方,《遵生八笺》卷十八,何首乌30g  石菖蒲30g  生地黄21g  明天麻21g  禹白附15g  白茯苓15g  苍耳子30g(炒，研细)  五灵脂15g(炒)  牛膝21g  天南星21g(jiang汁炒)  二蚕沙15g(炒)  当归21g　苍术15g(米泔水浸炒)  半夏21z(jiang汁炒)  红花15g  光草乌末15g  陈皮15g(去白)  防风15g　汉防己15g  芍药15g  甘草9g  黄柏15g  木瓜21g  川芎15g  桑树上络藤30g,15g,化痰熄风，通经活络,中风,左瘫右痪，半身不遂，口眼歪斜；及诸风疼痛不可忍者。,上为粗末，以布袋盛，悬入罈内，无灰好酒10L，瓶口封固，重汤水煮五炷香。,不拘时候饮之,,y,25.0,,,
元,丸,内,12670.0,轻骨丹,《御药院方》卷一,"独活  牛膝(jiu浸)  菟丝子(jiu浸)　苁蓉(jiu浸)  萆薢(蜜炒)  金毛狗脊(去毛)  巴戟(yan炒)  骨碎补(去毛)  补骨脂(炒)  胡芦巴(炒)  大附子(炮，去皮、脐)  熟地黄  当归(去土)  天麻  防风  羌活  白芥子(炒)  川芎  五味子(炒)  川乌头(炮，去皮、脐)  木香各30g  马钱子15g  甜瓜子15g(炒)  地龙15g  全蝎30g(炒)  乳
香15g(别研)  没药15g(别研)  续断30g  ",30g,补肝肾，强筋骨，祛风湿，通经络。,中风　虚,中风，手足缓弱，肢节不利，筋脉挛急；瘫痪偏风，半身不遂，口眼喁斜，语言謇涩，肌肉不生。,上为细末，酒煮面糊为丸，如梧桐子大。,每次30～40丸，食前用温酒送服。,,y,28.0,,,
元,丸,内,14272.0,神明补心丹,《御药院方》卷六,远志(去心)  紫石英(飞研)  石菖蒲各24g  熟地黄  白茯苓各15g  麦冬(去心)　卷柏  人参  丹参  黄芪  白术  泽泻  山茱萸　防风  秦艽  桔梗各12g  柏子仁  川姜各7．5g　干山药  白蔹  芍药  石膏(飞研)  铁粉(飞研)　神曲(炒)  当归  半夏(生姜制)  牡丹皮各6g　朱砂(研飞)12g,12g,补益气血，安神除烦,止痉　安神　虚,心气不足，神志不定，恍惚多惊，虚烦少睡，心情沉默，恶闻人声，一切心虚之证。,上为细末，入朱砂令匀，炼蜜为丸，每丸38，朱砂为衣。,每次1丸，煎人参汤化服，温汤亦得，不拘时候。,,y,28.0,,,
宋,煮散,内,13396.0,独活汤,《圣济总录》卷九,独活60g  芍药60g  远志(去心)45g　薏苡仁(炒)150g  炙甘草60g  麻黄(去节，煎，掠去沫，焙)30g  丹参60g  陈皮(汤浸，去白，焙)45g  熟地黄(焙)90g  肉桂30g  甘菊花130g(未开者良，微炒)  人参  防风  茯神  山茱萸  天冬(去心，焙)  厚朴(生jiang汁炙，锉)  牛膝(jiu浸，切，焙)  五加皮  羚羊角(镑)  麦冬(去心，焙)  山药  白术  秦艽  黄芪(锉)  川芎各60g  炮附子45g  石膏90g  升麻60g  防己60g  地骨皮60g  石斛60g,60g,祛风通络，益气养血。,中风(中经)　虚,风中经络，气血渐亏，致患偏风，半身不遂，肌肉偏枯。,上药锉片。每次7g，以水450m1，加生姜十片，煎取230m1，去滓。,分为二服，空心及临卧各服一次。取微有汗，慎外风，若心中热者，每日平旦、临卧服此汤，午时服荆沥汤。,,y,32.0,,,
明,丸,内,14307.0,神效活络丹,《普济方》卷一一四引《德生堂方》,乌梢蛇(去皮、骨)15g(jiu浸)  麻黄60g(一半去节)  木香60g  白芷60g  细辛45g  全蝎30g  赤芍药30g  当归45g  两头尖60g(刮去皮，一半小油浸，微炒)  防风75g  川芎60g  干葛 45g  没药30g(另研)  血竭30g(另研)  朱砂(水飞)30g(另研)  乌犀末30g(镑)  地龙15g  甘草15g(炒)  丁香(净)30g  僵蚕30g(炒)  乳香30g(另研)  麝香30g(另研)  片脑75g(另研)  官桂60g  草豆蔻(净)60g  羌活(净)60g  天麻60g　香附子30g  玄参60g  人参30g  牛黄75g(另研)  藿香60g(去土)  威灵仙45g(jiu浸)  何首乌60g(jiu浸)  沉香30g  天竺黄30g(另研)  川附子30g(炮裂，去皮、脐),75g,搜风涤痰，活血通络,止痉,卒暴中风，不省人事，倒地不能起坐，或口眼喁斜，语言謇涩，身体麻痹，口噤、失音不语，痰涎壅盛，筋脉拘挛，手足不能屈伸，骨节疼痛，不能转侧，精神昏愦；妇人产后暗风，洗头偏头风，旋晕欲倒;破伤风。,上为细末，炼蜜为丸，每丸4．5g，用金箔为衣。,每次1～2丸，细嚼烂，好酒送服，早晨空心、临卧各一次。,,y,37.0,,,
宋,丸,内,15704.0,润体丸,《太平惠民和剂局方》卷一,防风45g  白冰片(别研)  乳香(别研)  羚羊角末(别研如粉)  附子(炮，去皮、脐)　白僵蚕(微炒)  槟榔  肉豆蔻仁  沉香  蒺藜子(微炒)  丁香  蔓荆子(去白皮)  牛黄(别研如粉) 藿香叶  麻黄(去根、节)  生犀角末(别研)  雄黄(研飞)  麝香(研如粉)  木香  朱砂(研飞)  茯苓(去皮)  白附子(炮)  羌活  原蚕蛾(微炒)  人参  肉桂  川芎各45g  真珠末(别研如粉)  独活各22．5g  干蝎(微炒)  半夏(水煮三十沸，薄切，焙干，入生jiang汁炒)  川乌头(炮裂，去皮、脐，捣碎炒黄)各60g  白花蛇(jiu浸，炙，去皮，骨，取肉)  天麻各90g  琥珀(别研如粉)  腻粉(研)  白豆蔻仁15g  金箔60片(为衣),45g,祛风化痰，行气开窍，通经活络,止痉,诸风手足不遂，神志昏愦，语言謇涩，口眼喁僻，筋脉挛急，骨节烦疼，头目眩晕，恍惚不宁，健忘怔忡，痰涎壅滞，皮肤顽厚，麻痹不仁。,上为细末，入研药令匀，炼蜜为丸，如芡实大。,每次1丸，加至2丸，细嚼，温酒或荆芥送服；如破伤中风，脊强手搐，口噤发痫，即以热豆淋酒化破3丸，斡开口灌下，少时再服，汗出乃愈；若小儿惊风诸痫，每次半丸，薄荷汤化服，不拘时候。,,y,39.0,,,
明,酒,内,13212.0,保命延寿烧酒方,《仁术便览》卷三,人参  当归  白茯苓  乌药  杏仁　砂仁  川乌  草乌  何首乌  五加皮  枸杞子  牛膝  杜仲  肉桂  苍术(制)各15g  肉苁蓉  补骨脂  甘草各30g  木香  枳壳  干姜  虎骨(酥炙)  香附  白芷  厚朴  陈皮  白术  川芎  麻黄　独活  羌活  花椒(去合口及目)  白芍  生地  熟地  天冬(去心)  麦冬(去心)  防风  荆芥  五味子  小茴香  细辛  沉香  白豆蔻各9g  大枣肉60g  真蜜500g  核桃仁120g  真酥油250g  天麻9g  生姜120g,9g,健脾补胃，填精益髓，聪耳明日，润肤美容。,止痉,诸虚百损，五劳七伤，左瘫右痪，口眼歪斜，半身不遂，语言謇涩，筋脉拘挛，手足顽麻，浑身疮癣，伤风，痔漏，中风，风寒湿脚气，膀胱疝气，十膈五噎，身体羸瘦，腰膝腿痛，四肢无力，耳聋眼花，丹田虚冷，诸般淋痛；妇人经水不调，脐腹疼痛，胁肋虚胀，面黄肌瘦，口苦舌干，饮食无味，四肢倦怠，头晕眼花，神思惊悸，夜多盗汗，时发潮热，月事不匀，或多或少，或前或后，或崩漏或止，经脉不通，子宫积冷，赤白带下，或久无子嗣。,除酥油、蜂蜜二味外，其余四十八味各精制，称足，装入绢袋中，入无水高烧酒20kg，同酥、蜜入坛中，将坛口密封严固，放入大锅中，注水，桑柴文武火烧三小时，待大锅中水冷后取出，埋阴地内三日，出火毒。,常饮30～50ml,,y,50.0,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,这部分的中风数据不加入进去,,,,,,,,,,
